NUMERO DE ORDEM       @ANOMES@COD.NCM @DESCRICAO DO CODIGO NCM       @PAIS@PAIS DE ORIGEM      @PAIS@PAIS DE AQUISICAO   @UND.ESTAT.@UNIDADE DE MEDIDA   @UNIDADE COMERC.     @DESCRICAO DO PRODUTO                                                                                                                                                                                                                                      @QTDE ESTATISTICA   @PESO LIQUIDO       @VMLE DOLAR        @VL FRETE DOLAR    @VL SEGURO DOLAR   @VALOR UN.PROD.DOLAR  @QTD COMERCIAL. @TOT.UN.PROD.DOLAR    @UNIDADE DESEMBARQUE           @UNIDADE DESEMBARACO           @INCOTERM@NAT.INFORMACAO @SITUACAO DO DESPACHO               ,,,,,,,,,,,,,,,,,,,,,,,,,,
0000001069460003400064@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676262980 - Descricao: LEVE-VITRE ELECTRIQUE PORTE D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDRO - Lo calizacao: PORTA DIREITA - PLIQ:1,12             @          640,00000@          726,40000@           7667,08@             66,41@              5,21@           10,6337075@        8,00000@           85,0696600@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460003400065@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676262980 - Descricao: LEVE-VITRE ELECTRIQUE PORTE D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDRO - Lo calizacao: PORTA DIREITA - PLIQ:1,12             @          640,00000@          726,40000@           7667,08@             66,41@              5,21@           10,6337075@        8,00000@           85,0696600@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460003400066@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676262980 - Descricao: LEVE-VITRE ELECTRIQUE PORTE D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDRO - Lo calizacao: PORTA DIREITA - PLIQ:1,12             @          640,00000@          726,40000@           7667,08@             66,41@              5,21@           10,6337075@        8,00000@           85,0696600@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460003400067@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676262980 - Descricao: LEVE-VITRE ELECTRIQUE PORTE D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDRO - Lo calizacao: PORTA DIREITA - PLIQ:1,12             @          640,00000@          726,40000@           7667,08@             66,41@              5,21@           10,6337075@        8,00000@           85,0696600@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460003400068@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676262980 - Descricao: LEVE-VITRE ELECTRIQUE PORTE D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDRO - Lo calizacao: PORTA DIREITA - PLIQ:1,12             @          640,00000@          726,40000@           7667,08@             66,41@              5,21@           10,6337075@        8,00000@           85,0696600@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460003400069@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676262980 - Descricao: LEVE-VITRE ELECTRIQUE PORTE D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDRO - Lo calizacao: PORTA DIREITA - PLIQ:1,12             @          640,00000@          726,40000@           7667,08@             66,41@              5,21@           10,6337075@        8,00000@           85,0696600@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460003400070@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676262980 - Descricao: LEVE-VITRE ELECTRIQUE PORTE D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDRO - Lo calizacao: PORTA DIREITA - PLIQ:1,12             @          640,00000@          726,40000@           7667,08@             66,41@              5,21@           10,6337075@        8,00000@           85,0696600@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460003400071@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676263180 - Descricao: MAQUINA ELEVA-VIDROS ELETR PORTA D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDR O - Localizacao: PORTA DIREITA - PLIQ:1,1         @          640,00000@          726,40000@           7667,08@             66,41@              5,21@           11,6262955@        8,00000@           93,0103640@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460003400072@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676263180 - Descricao: MAQUINA ELEVA-VIDROS ELETR PORTA D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDR O - Localizacao: PORTA DIREITA - PLIQ:1,1         @          640,00000@          726,40000@           7667,08@             66,41@              5,21@           11,6262955@        8,00000@           93,0103640@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460003400073@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676263180 - Descricao: MAQUINA ELEVA-VIDROS ELETR PORTA D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDR O - Localizacao: PORTA DIREITA - PLIQ:1,1         @          640,00000@          726,40000@           7667,08@             66,41@              5,21@           11,6262955@        8,00000@           93,0103640@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460003400074@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676263180 - Descricao: MAQUINA ELEVA-VIDROS ELETR PORTA D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDR O - Localizacao: PORTA DIREITA - PLIQ:1,1         @          640,00000@          726,40000@           7667,08@             66,41@              5,21@           11,6262955@        8,00000@           93,0103640@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460003400075@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676263180 - Descricao: MAQUINA ELEVA-VIDROS ELETR PORTA D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDR O - Localizacao: PORTA DIREITA - PLIQ:1,1         @          640,00000@          726,40000@           7667,08@             66,41@              5,21@           11,6262955@        8,00000@           93,0103640@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460003400076@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676263180 - Descricao: MAQUINA ELEVA-VIDROS ELETR PORTA D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDR O - Localizacao: PORTA DIREITA - PLIQ:1,1         @          640,00000@          726,40000@           7667,08@             66,41@              5,21@           11,6262955@        8,00000@           93,0103640@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460003400077@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676263180 - Descricao: MAQUINA ELEVA-VIDROS ELETR PORTA D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDR O - Localizacao: PORTA DIREITA - PLIQ:1,1         @          640,00000@          726,40000@           7667,08@             66,41@              5,21@           11,6262955@        8,00000@           93,0103640@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460003400078@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676263180 - Descricao: MAQUINA ELEVA-VIDROS ELETR PORTA D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDR O - Localizacao: PORTA DIREITA - PLIQ:1,1         @          640,00000@          726,40000@           7667,08@             66,41@              5,21@           11,6262955@        8,00000@           93,0103640@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460003400079@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676263180 - Descricao: MAQUINA ELEVA-VIDROS ELETR PORTA D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDR O - Localizacao: PORTA DIREITA - PLIQ:1,1         @          640,00000@          726,40000@           7667,08@             66,41@              5,21@           11,6262955@        8,00000@           93,0103640@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460003400080@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676263180 - Descricao: MAQUINA ELEVA-VIDROS ELETR PORTA D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDR O - Localizacao: PORTA DIREITA - PLIQ:1,1         @          640,00000@          726,40000@           7667,08@             66,41@              5,21@           11,6262955@        8,00000@           93,0103640@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460005900001@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676263180 - Descricao: MAQUINA ELEVA-VIDROS ELETR PORTA D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDR O - Localizacao: PORTA DIREITA - PLIQ:1,1         @          240,00000@          273,04000@           3125,62@             24,96@              2,12@           11,6262955@        8,00000@           93,0103640@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460005900002@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676263180 - Descricao: MAQUINA ELEVA-VIDROS ELETR PORTA D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDR O - Localizacao: PORTA DIREITA - PLIQ:1,1         @          240,00000@          273,04000@           3125,62@             24,96@              2,12@           11,6262955@        8,00000@           93,0103640@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460005900003@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676263180 - Descricao: MAQUINA ELEVA-VIDROS ELETR PORTA D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDR O - Localizacao: PORTA DIREITA - PLIQ:1,1         @          240,00000@          273,04000@           3125,62@             24,96@              2,12@           11,6262955@        8,00000@           93,0103640@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460005900004@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676263180 - Descricao: MAQUINA ELEVA-VIDROS ELETR PORTA D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDR O - Localizacao: PORTA DIREITA - PLIQ:1,1         @          240,00000@          273,04000@           3125,62@             24,96@              2,12@           11,6262955@        8,00000@           93,0103640@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460005900005@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676263180 - Descricao: MAQUINA ELEVA-VIDROS ELETR PORTA D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDR O - Localizacao: PORTA DIREITA - PLIQ:1,1         @          240,00000@          273,04000@           3125,62@             24,96@              2,12@           11,6262955@        8,00000@           93,0103640@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460005900006@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676263180 - Descricao: MAQUINA ELEVA-VIDROS ELETR PORTA D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDR O - Localizacao: PORTA DIREITA - PLIQ:1,1         @          240,00000@          273,04000@           3125,62@             24,96@              2,12@           11,6262955@        8,00000@           93,0103640@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460005900007@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676263180 - Descricao: MAQUINA ELEVA-VIDROS ELETR PORTA D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDR O - Localizacao: PORTA DIREITA - PLIQ:1,1         @          240,00000@          273,04000@           3125,62@             24,96@              2,12@           11,6262955@        8,00000@           93,0103640@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460005900008@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676263180 - Descricao: MAQUINA ELEVA-VIDROS ELETR PORTA D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDR O - Localizacao: PORTA DIREITA - PLIQ:1,1         @          240,00000@          273,04000@           3125,62@             24,96@              2,12@           11,6262955@        8,00000@           93,0103640@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
0000001069460005900009@201802@85011019@OUTS.MOTS.ELÉTR.D/CORRENTE C/P@245@ESPANHA             @275@FRANCA              @11@UNIDADE             @UNIDADE             @9676263180 - Descricao: MAQUINA ELEVA-VIDROS ELETR PORTA D - Material Constitutivo: PINTURAS, COLAS E MASTIQUES + TERMOPLASTICOS + ACO+ ELASTOMEROS + LATAO + COBRE - Funcao do material: LEVANTAR VIDR O - Localizacao: PORTA DIREITA - PLIQ:1,1         @          240,00000@          273,04000@           3125,62@             24,96@              2,12@           11,6262955@        8,00000@           93,0103640@N/INFORMADO                   @PORTO DO RIO DE JANEIRO       @CFR@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,
